IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,UGA,Uganda,Year,2018,false,,,,,,,,,,,,,74,,,,,,74,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,CHL,Chile,Year,2018,false,,,,,,,,,,,,,75,,,,,,75,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SWE,Sweden,Year,2018,false,,,,,,,,,,,,,75,,,,,,75,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2018,false,,,,,,,,,,,,,76,,,,,,76,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2018,false,,,,,,,,,,,,,79,,,,,,79,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2018,false,,,,,,,,,,,,,8,,,,,,8,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MLT,Malta,Year,2018,false,,,,,,,,,,,,,80,,,,,,80,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2018,false,,,,,,,,,,,,,80,,,,,,80,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2018,false,,,,,,,,,,,,,81,,,,,,81,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2018,false,,,,,,,,,,,,,82,,,,,,82,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2018,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2018,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2018,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2018,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2018,false,,,,,,,,,,,,,87,,,,,,87,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2018,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,GUY,Guyana,Year,2018,false,,,,,,,,,,,,,9,,,,,,9,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2018,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2018,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2018,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2018,false,,,,,,,,,,,,,99,,,,,,99,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2017,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2017,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2017,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2017,false,,,,,,,,,,,,,12,,,,,,12,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,GUY,Guyana,Year,2017,false,,,,,,,,,,,,,13,,,,,,13,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BRB,Barbados,Year,2017,false,,,,,,,,,,,,,14,,,,,,14,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2017,false,,,,,,,,,,,,,14,,,,,,14,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SMR,San Marino,Year,2017,false,,,,,,,,,,,,,14,,,,,,14,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,COL,Colombia,Year,2017,false,,,,,,,,,,,,,15,,,,,,15,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2017,false,,,,,,,,,,,,,17,,,,,,17,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2017,false,,,,,,,,,,,,,21,,,,,,21,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,FRA,France,Year,2017,false,,,,,,,,,,,,,24,,,,,,24,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2017,false,,,,,,,,,,,,,28,,,,,,28,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2017,false,,,,,,,,,,,,,3,,,,,,3,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2017,false,,,,,,,,,,,,,3,,,,,,3,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,DOM,Dominican Republic,Year,2017,false,,,,,,,,,,,,,34,,,,,,34,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2017,false,,,,,,,,,,,,,36,,,,,,36,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2017,false,,,,,,,,,,,,,37,,,,,,37,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2017,false,,,,,,,,,,,,,38,,,,,,38,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2017,false,,,,,,,,,,,,,39,,,,,,39,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2017,false,,,,,,,,,,,,,40,,,,,,40,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2017,false,,,,,,,,,,,,,44,,,,,,44,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,URY,Uruguay,Year,2017,false,,,,,,,,,,,,,44,,,,,,44,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2017,false,,,,,,,,,,,,,46,,,,,,46,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2017,false,,,,,,,,,,,,,46,,,,,,46,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2017,false,,,,,,,,,,,,,49,,,,,,49,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2017,false,,,,,,,,,,,,,49,,,,,,49,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2017,false,,,,,,,,,,,,,49,,,,,,49,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BLZ,Belize,Year,2017,false,,,,,,,,,,,,,51,,,,,,51,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ISR,Israel,Year,2017,false,,,,,,,,,,,,,51,,,,,,51,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2017,false,,,,,,,,,,,,,53,,,,,,53,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,SUR,Suriname,Year,2017,false,,,,,,,,,,,,,55,,,,,,55,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2017,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2017,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2017,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,CYP,Cyprus,Year,2017,false,,,,,,,,,,,,,57,,,,,,57,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PER,Peru,Year,2017,false,,,,,,,,,,,,,57,,,,,,57,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,UGA,Uganda,Year,2017,false,,,,,,,,,,,,,57,,,,,,57,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2017,false,,,,,,,,,,,,,59,,,,,,59,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,HND,Honduras,Year,2017,false,,,,,,,,,,,,,62,,,,,,62,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2017,false,,,,,,,,,,,,,64,,,,,,64,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2017,false,,,,,,,,,,,,,66,,,,,,66,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2017,false,,,,,,,,,,,,,66,,,,,,66,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,BEL,Belgium,Year,2017,false,,,,,,,,,,,,,67,,,,,,67,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,CHL,Chile,Year,2017,false,,,,,,,,,,,,,68,,,,,,68,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2017,false,,,,,,,,,,,,,69,,,,,,69,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2017,false,,,,,,,,,,,,,71,,,,,,71,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,HUN,Hungary,Year,2017,false,,,,,,,,,,,,,72,,,,,,72,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SWE,Sweden,Year,2017,false,,,,,,,,,,,,,72,,,,,,72,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,MUS,Mauritius,Year,2017,false,,,,,,,,,,,,,77,,,,,,77,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MLT,Malta,Year,2017,false,,,,,,,,,,,,,78,,,,,,78,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2017,false,,,,,,,,,,,,,80,,,,,,80,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2017,false,,,,,,,,,,,,,82,,,,,,82,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2017,false,,,,,,,,,,,,,82,,,,,,82,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2017,false,,,,,,,,,,,,,82,,,,,,82,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2017,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2017,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2017,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2017,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2017,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2017,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2017,false,,,,,,,,,,,,,89,,,,,,89,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2017,false,,,,,,,,,,,,,95,,,,,,95,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2017,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2017,false,,,,,,,,,,,,,97,,,,,,97,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2017,false,,,,,,,,,,,,,97,,,,,,97,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2016,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2016,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SMR,San Marino,Year,2016,false,,,,,,,,,,,,,12,,,,,,12,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2016,false,,,,,,,,,,,,,14,,,,,,14,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BRB,Barbados,Year,2016,false,,,,,,,,,,,,,15,,,,,,15,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2016,false,,,,,,,,,,,,,16,,,,,,16,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2016,false,,,,,,,,,,,,,19,,,,,,19,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,FRA,France,Year,2016,false,,,,,,,,,,,,,21,,,,,,21,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2016,false,,,,,,,,,,,,,23,,,,,,23,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2016,false,,,,,,,,,,,,,3,,,,,,3,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,UGA,Uganda,Year,2016,false,,,,,,,,,,,,,30,,,,,,30,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2016,false,,,,,,,,,,,,,31,,,,,,31,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2016,false,,,,,,,,,,,,,31,,,,,,31,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2016,false,,,,,,,,,,,,,36,,,,,,36,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2016,false,,,,,,,,,,,,,37,,,,,,37,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,SUR,Suriname,Year,2016,false,,,,,,,,,,,,,37,,,,,,37,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2016,false,,,,,,,,,,,,,38,,,,,,38,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2016,false,,,,,,,,,,,,,41,,,,,,41,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2016,false,,,,,,,,,,,,,44,,,,,,44,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2016,false,,,,,,,,,,,,,44,,,,,,44,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,URY,Uruguay,Year,2016,false,,,,,,,,,,,,,45,,,,,,45,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PER,Peru,Year,2016,false,,,,,,,,,,,,,51,,,,,,51,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2016,false,,,,,,,,,,,,,53,,,,,,53,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,HND,Honduras,Year,2016,false,,,,,,,,,,,,,53,,,,,,53,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2016,false,,,,,,,,,,,,,53,,,,,,53,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2016,false,,,,,,,,,,,,,53,,,,,,53,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2016,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2016,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
