IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2016,false,,,,,,,,,,,,,6,,,,,,6,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2016,false,,,,,,,,,,,,,60,,,,,,60,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2016,false,,,,,,,,,,,,,61,,,,,,61,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2016,false,,,,,,,,,,,,,62,,,,,,62,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,BEL,Belgium,Year,2016,false,,,,,,,,,,,,,67,,,,,,67,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2016,false,,,,,,,,,,,,,72,,,,,,72,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,HUN,Hungary,Year,2016,false,,,,,,,,,,,,,72,,,,,,72,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SWE,Sweden,Year,2016,false,,,,,,,,,,,,,73,,,,,,73,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,CHL,Chile,Year,2016,false,,,,,,,,,,,,,75,,,,,,75,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2016,false,,,,,,,,,,,,,75,,,,,,75,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2016,false,,,,,,,,,,,,,77,,,,,,77,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,BWA,Botswana,Year,2016,false,,,,,,,,,,,,,78,,,,,,78,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2016,false,,,,,,,,,,,,,78,,,,,,78,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2016,false,,,,,,,,,,,,,79,,,,,,79,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,COL,Colombia,Year,2016,false,,,,,,,,,,,,,8,,,,,,8,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,GUY,Guyana,Year,2016,false,,,,,,,,,,,,,8,,,,,,8,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2016,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MLT,Malta,Year,2016,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2016,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2016,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2016,false,,,,,,,,,,,,,85,,,,,,85,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2016,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2016,false,,,,,,,,,,,,,86,,,,,,86,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2016,false,,,,,,,,,,,,,87,,,,,,87,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2016,false,,,,,,,,,,,,,91,,,,,,91,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2016,false,,,,,,,,,,,,,95,,,,,,95,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2016,false,,,,,,,,,,,,,98,,,,,,98,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2016,false,,,,,,,,,,,,,99,,,,,,99,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2016,false,,,,,,,,,,,,,99,,,,,,99,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2015,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2015,false,,,,,,,,,,,,,1,,,,,,1,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2015,false,,,,,,,,,,,,,14,,,,,,14,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SMR,San Marino,Year,2015,false,,,,,,,,,,,,,15,,,,,,15,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2015,false,,,,,,,,,,,,,2,,,,,,2,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,FRA,France,Year,2015,false,,,,,,,,,,,,,20,,,,,,20,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2015,false,,,,,,,,,,,,,23,,,,,,23,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,COL,Colombia,Year,2015,false,,,,,,,,,,,,,24,,,,,,24,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2015,false,,,,,,,,,,,,,24,,,,,,24,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,URY,Uruguay,Year,2015,false,,,,,,,,,,,,,26,,,,,,26,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,GUY,Guyana,Year,2015,false,,,,,,,,,,,,,3,,,,,,3,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BRB,Barbados,Year,2015,false,,,,,,,,,,,,,30,,,,,,30,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2015,false,,,,,,,,,,,,,30,,,,,,30,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2015,false,,,,,,,,,,,,,31,,,,,,31,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2015,false,,,,,,,,,,,,,33,,,,,,33,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2015,false,,,,,,,,,,,,,38,,,,,,38,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2015,false,,,,,,,,,,,,,4,,,,,,4,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2015,false,,,,,,,,,,,,,45,,,,,,45,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2015,false,,,,,,,,,,,,,46,,,,,,46,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2015,false,,,,,,,,,,,,,49,,,,,,49,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2015,false,,,,,,,,,,,,,50,,,,,,50,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PER,Peru,Year,2015,false,,,,,,,,,,,,,52,,,,,,52,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2015,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2015,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2015,false,,,,,,,,,,,,,57,,,,,,57,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PAN,Panama,Year,2015,false,,,,,,,,,,,,,58,,,,,,58,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2015,false,,,,,,,,,,,,,59,,,,,,59,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2015,false,,,,,,,,,,,,,6,,,,,,6,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2015,false,,,,,,,,,,,,,61,,,,,,61,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2015,false,,,,,,,,,,,,,61,,,,,,61,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,BEL,Belgium,Year,2015,false,,,,,,,,,,,,,66,,,,,,66,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2015,false,,,,,,,,,,,,,67,,,,,,67,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,BWA,Botswana,Year,2015,false,,,,,,,,,,,,,67,,,,,,67,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2015,false,,,,,,,,,,,,,67,,,,,,67,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,SUR,Suriname,Year,2015,false,,,,,,,,,,,,,68,,,,,,68,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,CHL,Chile,Year,2015,false,,,,,,,,,,,,,73,,,,,,73,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2015,false,,,,,,,,,,,,,75,,,,,,75,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,HUN,Hungary,Year,2015,false,,,,,,,,,,,,,75,,,,,,75,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2015,false,,,,,,,,,,,,,77,,,,,,77,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2015,false,,,,,,,,,,,,,78,,,,,,78,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2015,false,,,,,,,,,,,,,82,,,,,,82,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2015,false,,,,,,,,,,,,,82,,,,,,82,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2015,false,,,,,,,,,,,,,83,,,,,,83,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MYS,Malaysia,Year,2015,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2015,false,,,,,,,,,,,,,84,,,,,,84,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ISL,Iceland,Year,2015,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MLT,Malta,Year,2015,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,PRT,Portugal,Year,2015,false,,,,,,,,,,,,,88,,,,,,88,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,IRL,Ireland,Year,2015,false,,,,,,,,,,,,,90,,,,,,90,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,SYC,Seychelles,Year,2015,false,,,,,,,,,,,,,93,,,,,,93,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,MEX,Mexico,Year,2015,false,,,,,,,,,,,,,95,,,,,,95,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2015,false,,,,,,,,,,,,,96,,,,,,96,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,ECU,Ecuador,Year,2015,false,,,,,,,,,,,,,99,,,,,,99,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,SGP,Singapore,Year,2014,false,,,,,,,,,,,,,0,,,,,,0,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2014,false,,,,,,,,,,,,,1,,,,,,1,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2014,false,,,,,,,,,,,,,10,,,,,,10,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,FRA,France,Year,2014,false,,,,,,,,,,,,,13,,,,,,13,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2014,false,,,,,,,,,,,,,14,,,,,,14,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2014,false,,,,,,,,,,,,,14,,,,,,14,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SMR,San Marino,Year,2014,false,,,,,,,,,,,,,17,,,,,,17,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PER,Peru,Year,2014,false,,,,,,,,,,,,,2,,,,,,2,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2014,false,,,,,,,,,,,,,26,,,,,,26,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,USA,United States of America,Year,2014,false,,,,,,,,,,,,,26,,,,,,26,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,COL,Colombia,Year,2014,false,,,,,,,,,,,,,29,,,,,,29,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,PRY,Paraguay,Year,2014,false,,,,,,,,,,,,,30,,,,,,30,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DEU,Germany,Year,2014,false,,,,,,,,,,,,,31,,,,,,31,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,GUY,Guyana,Year,2014,false,,,,,,,,,,,,,4,,,,,,4,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,SUR,Suriname,Year,2014,false,,,,,,,,,,,,,40,,,,,,40,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2014,false,,,,,,,,,,,,,46,,,,,,46,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2014,false,,,,,,,,,,,,,47,,,,,,47,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ITA,Italy,Year,2014,false,,,,,,,,,,,,,50,,,,,,50,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,ARG,Argentina,Year,2014,false,,,,,,,,,,,,,54,,,,,,54,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,LVA,Latvia,Year,2014,false,,,,,,,,,,,,,54,,,,,,54,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2014,false,,,,,,,,,,,,,56,,,,,,56,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BRA,Brazil,Year,2014,false,,,,,,,,,,,,,59,,,,,,59,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2014,false,,,,,,,,,,,,,59,,,,,,59,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2014,false,,,,,,,,,,,,,61,,,,,,61,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,BEL,Belgium,Year,2014,false,,,,,,,,,,,,,64,,,,,,64,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2014,false,,,,,,,,,,,,,65,,,,,,65,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2014,false,,,,,,,,,,,,,66,,,,,,66,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AFR,Africa,Country,RWA,Rwanda,Year,2014,false,,,,,,,,,,,,,67,,,,,,67,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,DNK,Denmark,Year,2014,false,,,,,,,,,,,,,68,,,,,,68,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,CAN,Canada,Year,2014,false,,,,,,,,,,,,,74,,,,,,74,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,ESP,Spain,Year,2014,false,,,,,,,,,,,,,74,,,,,,74,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,AMR,Americas,Country,BRB,Barbados,Year,2014,false,,,,,,,,,,,,,8,,,,,,8,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,EUR,Europe,Country,NOR,Norway,Year,2014,false,,,,,,,,,,,,,80,,,,,,80,,,EN,2021-03-22T22:00:00.000Z
SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%),numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2014,false,,,,,,,,,,,,,81,,,,,,81,,,EN,2021-03-22T22:00:00.000Z
